b2
-0.03836065
0.013088035
-0.0022521727
-0.020907162
-0.014607502
0.00355946
0.004841801
-0.016034307
0.050692007
-0.026971873
-0.001513743
0.009392537
0.047912765
0.01316554
-0.033958927
0.007047674
-0.082748376
0.007084671
0.097730935
-0.045903128
0.009432724
-0.03326848
0.0005470212
-0.0716529
-0.026387885
-0.038261626
0.0079297265
0.027341342
0.02023963
-0.005941189
-0.028568478
0.048929892
0.03853008
0.0016134949
0.028059704
0.04032552
0.058611162
0.012576828
-0.008510311
0.018180335
0.007220993
-0.016250225
0.0075307903
0.09406908
0.013347294
-0.013240255
0.015780905
0.0003950329
0.015688596
0.049119648
