,loss,train_accuracy,test_accuracy,w1_mean,w1_std,w2_mean,w2_std,MSE,term_I,term_II,term_IV,MSE_star,term_I_star,term_II_star,term_IV_star,MSE_diamond,term_I_diamond,term_II_diamond,term_IV_diamond
0,0.10180129110813141,0.3387833333333333,0.3439,-8.157570846378803e-05,0.02063007280230522,-0.0019414378330111504,0.05807852745056152,1.0560779999999999,0.130095,0.423159,0.497176,0.953768,0.313713,0.423159,0.783104,1.0133640000000002,0.229387,0.40132,0.617343
1,0.08161120116710663,0.5194333333333333,0.5283,-7.685913442401215e-05,0.02062060683965683,-0.0019359569996595383,0.05781320482492447,0.8800399999999999,0.056057,0.321159,0.497176,0.733668,0.195613,0.321159,0.783104,0.8287439999999999,0.137233,0.308854,0.617343
2,0.07206974178552628,0.60245,0.6133,-7.443205686286092e-05,0.020613431930541992,-0.001921251998282969,0.057612065225839615,0.80139,0.029039,0.269527,0.497176,0.627505,0.141082,0.269527,0.783104,0.7406679999999999,0.096911,0.2611,0.617343
3,0.06626292318105698,0.6526,0.664,-7.276747783180326e-05,0.020607417449355125,-0.001903395401313901,0.05744319036602974,0.7572809999999999,0.016085,0.238372,0.497176,0.564081,0.108813,0.238372,0.783104,0.6882999999999999,0.073777,0.231866,0.617343
4,0.06227634847164154,0.6856333333333333,0.6979,-7.141394598875195e-05,0.020602140575647354,-0.0018851921195164323,0.057294804602861404,0.7297319999999998,0.009211,0.217697,0.497176,0.5220420000000001,0.087449,0.217697,0.783104,0.6536680000000001,0.05874,0.212271,0.617343
5,0.05933970957994461,0.7091166666666666,0.7223,-7.022143108770251e-05,0.020597385242581367,-0.001867945189587772,0.05716083198785782,0.7113689999999999,0.005487,0.203058,0.497176,0.49236100000000005,0.072407,0.203058,0.783104,0.629248,0.048288,0.198303,0.617343
6,0.05707145854830742,0.7269333333333333,0.7395,-6.913451215950772e-05,0.02059302292764187,-0.0018521948950365186,0.057037681341171265,0.6985409999999999,0.003534,0.192183,0.497176,0.470445,0.061366,0.192183,0.783104,0.611232,0.040694,0.187881,0.617343
7,0.05525766685605049,0.7405166666666667,0.7513,-6.813079380663112e-05,0.020588969811797142,-0.0018380841938778758,0.05692306160926819,0.6892419999999999,0.002617,0.183801,0.497176,0.453697,0.053,0.183801,0.783104,0.5974710000000001,0.034989,0.179825,0.617343
8,0.05376806482672691,0.7510166666666667,0.7633,-6.719972589053214e-05,0.02058517374098301,-0.0018255594186484814,0.05681544169783592,0.6822889999999999,0.002318,0.177147,0.497176,0.440534,0.046491,0.177147,0.783104,0.586659,0.030583,0.173419,0.617343
9,0.05251848325133324,0.7594666666666666,0.7719,-6.633492739638314e-05,0.020581591874361038,-0.0018144797068089247,0.05671374499797821,0.67696,0.002394,0.171742,0.497176,0.4299519999999999,0.041314,0.171742,0.783104,0.577966,0.027101,0.168208,0.617343
