,loss,train_accuracy,test_accuracy,w1_mean,w1_std,w2_mean,w2_std,MSE,term_I,term_II,term_IV,MSE_star,term_I_star,term_II_star,term_IV_star,MSE_diamond,term_I_diamond,term_II_diamond,term_IV_diamond
0,0.09245636314153671,0.40835,0.4139,2.9822607757523656e-05,0.0206356979906559,-0.0004100765218026936,0.025577476248145103,1.0127329999999999,0.100863,0.409046,0.497176,0.8988160000000001,0.275039,0.409046,0.785269,0.967041,0.19353,0.391634,0.618123
1,0.07271570712327957,0.5785833333333333,0.5857,2.9483278922270983e-05,0.020633939653635025,-0.00039926887257024646,0.025465985760092735,0.8378030000000001,0.034113,0.300866,0.497176,0.6677279999999999,0.152131,0.300866,0.785269,0.776959,0.102888,0.292194,0.618123
2,0.06393024325370789,0.6542,0.6635,2.9247510610730387e-05,0.020632607862353325,-0.00039019534597173333,0.025381391867995262,0.763932,0.014043,0.247065,0.497176,0.561885,0.100089,0.247065,0.785269,0.6899949999999999,0.066515,0.241603,0.618123
3,0.058814600110054016,0.6985333333333333,0.7089,2.9090730095049366e-05,0.02063150890171528,-0.00038261699955910444,0.025311382487416267,0.7252809999999998,0.006535,0.215922,0.497176,0.5025580000000001,0.071905,0.215922,0.785269,0.641095,0.047365,0.211853,0.618123
4,0.05543902516365051,0.7272666666666666,0.7362,2.898603634093888e-05,0.02063056454062462,-0.0003762345004361123,0.025250962004065514,0.7029699999999999,0.003789,0.196357,0.497176,0.46577599999999997,0.054688,0.196357,0.785269,0.610689,0.035852,0.19296,0.618123
5,0.05304073914885521,0.74715,0.7559,2.8915626899106428e-05,0.020629728212952614,-0.0003708048025146127,0.02519734390079975,0.689306,0.00314,0.183342,0.497176,0.44144399999999995,0.043371,0.183342,0.785269,0.590533,0.028358,0.180298,0.618123
6,0.0512472540140152,0.76105,0.7713,2.886807851609774e-05,0.020628971979022026,-0.00036614303826354444,0.025148797780275345,0.6805889999999999,0.00347,0.174295,0.497176,0.424566,0.03554,0.174295,0.785269,0.5765279999999999,0.023203,0.171448,0.618123
7,0.04985293373465538,0.7727333333333334,0.7822,2.883599154301919e-05,0.020628277212381363,-0.0003621073847170919,0.02510419674217701,0.674858,0.004257,0.167777,0.497176,0.4124110000000001,0.029903,0.167777,0.785269,0.5664309999999999,0.019507,0.165047,0.618123
8,0.04873499274253845,0.7813666666666667,0.7923,2.8814396500820294e-05,0.020627636462450027,-0.00035858742194250226,0.025062769651412964,0.6710019999999999,0.005241,0.162937,0.497176,0.40338000000000007,0.025712,0.162937,0.785269,0.558921,0.016766,0.160278,0.618123
9,0.04781583696603775,0.7877166666666666,0.7989,2.8800031941500492e-05,0.020627034828066826,-0.0003554958675522357,0.025023968890309334,0.6683599999999998,0.006288,0.159248,0.497176,0.39649,0.022511,0.159248,0.785269,0.5531870000000001,0.014675,0.156635,0.618123
10,0.047044262290000916,0.7936666666666666,0.805,2.8790636861231178e-05,0.02062646858394146,-0.0003527623775880784,0.024987393990159035,0.666526,0.00733,0.156372,0.497176,0.39110899999999993,0.020006,0.156372,0.785269,0.548705,0.01304,0.153788,0.618123
11,0.046385277062654495,0.7979,0.8096,2.8784676032955758e-05,0.02062593400478363,-0.0003503301995806396,0.02495274506509304,0.6652419999999999,0.008334,0.154084,0.497176,0.38681999999999994,0.018005,0.154084,0.785269,0.5451300000000001,0.011735,0.151518,0.618123
12,0.04581420123577118,0.8021,0.8124,2.878114719351288e-05,0.02062542364001274,-0.00034815329127013683,0.0249197818338871,0.664339,0.009284,0.152231,0.497176,0.38334,0.016378,0.152231,0.785269,0.5422290000000001,0.010674,0.149678,0.618123
13,0.04531317576766014,0.8054833333333333,0.816,2.8779186322935857e-05,0.02062494121491909,-0.000346193352015689,0.02488831989467144,0.663707,0.010175,0.150708,0.497176,0.3804700000000001,0.015031,0.150708,0.785269,0.5398350000000001,0.009796,0.148162,0.618123
14,0.04486894607543945,0.80875,0.8187,2.8778355044778436e-05,0.020624475553631783,-0.0003444194735493511,0.024858202785253525,0.6632699999999998,0.011007,0.149439,0.497176,0.37807100000000005,0.013901,0.149439,0.785269,0.5378320000000001,0.009059,0.146896,0.618123
15,0.04447147995233536,0.8111,0.8222,2.8778333216905594e-05,0.020624032244086266,-0.000342805142281577,0.024829301983118057,0.662974,0.011782,0.148368,0.497176,0.376039,0.01294,0.148368,0.785269,0.536136,0.008432,0.145827,0.618123
