loss,train_accuracy,test_accuracy,w1_mean,w1_std,w2_mean,w2_std,term_I,term_II,term_IV,R
0.09892469644546509,0.36143333333333333,0.38,1.9126024199067615e-05,0.020590033382177353,-0.0002908727037720382,0.032879699021577835,0.12971619,0.4258587779661293,0.20630720402916006,"[[ 1.97686182e-02  1.09285250e-04 -4.92891861e-03 ... -1.60130192e-02
   1.01598597e-02  1.56232080e-02]
 [ 4.90827606e-04  2.91469720e-02  1.25740999e-04 ... -1.97268751e-02
   1.03109920e-03 -1.44305626e-02]
 [-7.06880938e-05 -4.02749968e-03  2.34925333e-02 ...  3.14549920e-04
   3.40061328e-03  6.97182928e-03]
 ...
 [ 1.18950136e-04 -9.75705780e-04 -4.17864395e-03 ...  5.28143635e-03
   2.57866475e-02  4.71604424e-03]
 [-1.98648708e-04 -3.54433176e-03  2.95379586e-03 ...  2.15328384e-02
  -5.17500202e-03  3.65216604e-04]
 [ 3.53125916e-04  4.82544320e-03  2.41767497e-03 ... -1.87918245e-03
   4.36628178e-04 -2.59711885e-03]]"
0.07726580649614334,0.5397833333333333,0.5485,1.9055098164244555e-05,0.020586833357810974,-0.0002919004764407873,0.03272201493382454,0.05030876,0.3154515999334021,0.32880771248245527,"[[ 2.00323100e-02  2.06184737e-03 -8.75843093e-04 ... -1.57433603e-02
   1.00852956e-02  1.55017794e-02]
 [ 8.90694120e-04  3.80053113e-02  3.44940324e-04 ... -1.93224658e-02
   1.07175511e-03 -1.41855728e-02]
 [ 1.87695675e-04 -1.96226340e-03  3.62835746e-02 ...  2.85164113e-04
   3.37372752e-03  7.37963950e-03]
 ...
 [-2.61913799e-05 -3.18428756e-04 -1.43894583e-03 ...  5.74873334e-03
   2.52771995e-02  5.23196372e-03]
 [-2.45033429e-04 -1.34141182e-03  8.15632582e-04 ...  2.12758969e-02
  -5.16359555e-03  7.26439637e-04]
 [ 2.95871036e-04  2.74190170e-03  9.38324209e-04 ... -2.02421103e-03
   5.61970913e-04 -2.42565444e-03]]"
0.06781673431396484,0.6240833333333333,0.6368,1.8515187548473477e-05,0.02058441750705242,-0.00029247940983623266,0.032602421939373016,0.02359856,0.2608193994350929,0.40451942223599163,"[[ 0.02016859  0.00272093  0.0005213  ... -0.01549492  0.01000972
   0.01540675]
 [ 0.00100913  0.04046674  0.00049337 ... -0.01908914  0.00110433
  -0.0140375 ]
 [ 0.00029774 -0.00119762  0.04095905 ...  0.0002481   0.00333501
   0.00764557]
 ...
 [-0.00016941 -0.00051134 -0.000331   ...  0.0061016   0.024866
   0.00558685]
 [-0.0003071  -0.00071603  0.0002767  ...  0.02104234 -0.00508729
   0.00099583]
 [ 0.00025039  0.0020122   0.0002752  ... -0.00218121  0.0007486
  -0.00230713]]"
0.062399860471487045,0.6726,0.6884,1.8034459571936168e-05,0.02058238908648491,-0.0002923217252828181,0.03250166028738022,0.01231411,0.22833490673253629,0.453202994719334,"[[ 2.02500334e-02  2.91578538e-03  1.01045784e-03 ... -1.52693586e-02
   9.92984189e-03  1.53369761e-02]
 [ 1.03932837e-03  4.12498382e-02  5.87392971e-04 ... -1.89296760e-02
   1.14052439e-03 -1.39294408e-02]
 [ 3.47825615e-04 -8.20865060e-04  4.28006160e-02 ...  2.11378906e-04
   3.28289612e-03  7.83955984e-03]
 ...
 [-2.81962741e-04 -8.82639861e-04 -1.78701564e-05 ...  6.37727523e-03
   2.45284617e-02  5.83906374e-03]
 [-3.55207425e-04 -5.12984670e-04  1.46031025e-04 ...  2.08414065e-02
  -4.98162530e-03  1.21496672e-03]
 [ 2.16998154e-04  1.74543204e-03 -3.61832551e-05 ... -2.34035672e-03
   9.58182369e-04 -2.22091219e-03]]"
0.058804579079151154,0.7017166666666667,0.7218,1.767845060385298e-05,0.020580610260367393,-0.000291642703814432,0.032413166016340256,0.00712362,0.20707749506854334,0.48720806567665953,"[[ 2.03020184e-02  2.94434342e-03  1.17348261e-03 ... -1.50653304e-02
   9.84624850e-03  1.52871000e-02]
 [ 1.03901156e-03  4.15709821e-02  6.44009877e-04 ... -1.88107642e-02
   1.17918877e-03 -1.38428818e-02]
 [ 3.69304720e-04 -5.82131635e-04  4.36285111e-02 ...  1.79039587e-04
   3.22064808e-03  7.99301323e-03]
 ...
 [-3.66396773e-04 -1.23399891e-03 -3.59371475e-05 ...  6.59740178e-03
   2.42472715e-02  6.02263819e-03]
 [-3.90167226e-04 -4.31180229e-04  1.14118829e-04 ...  2.06694260e-02
  -4.86510330e-03  1.40342636e-03]
 [ 1.91048940e-04  1.62523205e-03 -1.97581744e-04 ... -2.49402190e-03
   1.17232882e-03 -2.15548630e-03]]"
0.0561990924179554,0.7225166666666667,0.7417,1.742964559525717e-05,0.020579015836119652,-0.00029069336596876383,0.03233363479375839,0.00474681,0.19228339211073697,0.5125715002870853,"[[ 0.02033722  0.00291407  0.00121444 ... -0.01488034  0.00976009
   0.01525196]
 [ 0.00102774  0.04175359  0.00067977 ... -0.01871757  0.00121815
  -0.0137704 ]
 [ 0.00037594 -0.00040604  0.04407805 ...  0.00015284  0.00315122
   0.00812105]
 ...
 [-0.0004284  -0.00152066 -0.00016839 ...  0.00677615  0.02400921
   0.00615873]
 [-0.00041547 -0.00038558  0.00010457 ...  0.02052105 -0.00474667
   0.00157105]
 [ 0.00017082  0.00155181 -0.00029366 ... -0.00263846  0.00138227
  -0.00210423]]"
0.054198604077100754,0.73795,0.7566,1.7262458641198464e-05,0.02057756669819355,-0.0002896551741287112,0.032261066138744354,0.00378611,0.18152255652660515,0.5323976720286456,"[[ 2.03624651e-02  2.86457449e-03  1.20880522e-03 ... -1.47117768e-02
   9.67257479e-03  1.52275405e-02]
 [ 1.01283150e-03  4.18874602e-02  7.05568380e-04 ... -1.86421528e-02
   1.25607088e-03 -1.37082329e-02]
 [ 3.74503281e-04 -2.65752406e-04  4.43756841e-02 ...  1.33110414e-04
   3.07695317e-03  8.23155713e-03]
 ...
 [-4.73456455e-04 -1.74375360e-03 -3.23803008e-04 ...  6.92332741e-03
   2.38043111e-02  6.26119904e-03]
 [-4.34090454e-04 -3.50970851e-04  9.96167696e-05 ...  2.03915606e-02
  -4.63047954e-03  1.72306492e-03]
 [ 1.55254062e-04  1.49536323e-03 -3.59582577e-04 ... -2.77234192e-03
   1.58382288e-03 -2.06324385e-03]]"
0.05259937793016434,0.7495,0.7671,1.715604230412282e-05,0.020576229318976402,-0.00028863875195384026,0.03219413384795189,0.00357681,0.1734286740417386,0.5484340031887219,"[[ 2.03816303e-02  2.81092825e-03  1.18598742e-03 ... -1.45572331e-02
   9.58479217e-03  1.52108968e-02]
 [ 9.97278716e-04  4.19991422e-02  7.27125653e-04 ... -1.85796890e-02
   1.29236442e-03 -1.36540357e-02]
 [ 3.68634715e-04 -1.49399490e-04  4.46048011e-02 ...  1.19444910e-04
   2.99965709e-03  8.32902133e-03]
 ...
 [-5.06044200e-04 -1.91502658e-03 -4.67804274e-04 ...  7.04592580e-03
   2.36251566e-02  6.33942607e-03]
 [-4.48093681e-04 -3.19932251e-04  9.52204884e-05 ...  2.02772022e-02
  -4.51836888e-03  1.86243639e-03]
 [ 1.43459543e-04  1.44695813e-03 -4.09972020e-04 ... -2.89563920e-03
   1.77512738e-03 -2.03017248e-03]]"
0.05128276348114014,0.7600833333333333,0.7764,1.7094871509470977e-05,0.020574988797307014,-0.0002877035876736045,0.03213190659880638,0.00377922,0.16717824654912197,0.5617467143611865,"[[ 2.03969765e-02  2.75898249e-03  1.15787348e-03 ... -1.44146463e-02
   9.49765070e-03  1.51999404e-02]
 [ 9.82297923e-04  4.20973502e-02  7.46921058e-04 ... -1.85269803e-02
   1.32684242e-03 -1.36061728e-02]
 [ 3.60405446e-04 -5.06114206e-05  4.47976487e-02 ...  1.11112684e-04
   2.92067480e-03  8.41621488e-03]
 ...
 [-5.29566175e-04 -2.04646177e-03 -5.90173183e-04 ...  7.14907229e-03
   2.34662274e-02  6.39998701e-03]
 [-4.58860800e-04 -2.90531472e-04  9.02687620e-05 ...  2.01750852e-02
  -4.41106253e-03  1.99101832e-03]
 [ 1.34638555e-04  1.40356362e-03 -4.51048227e-04 ... -3.00893645e-03
   1.95550501e-03 -2.00352560e-03]]"
0.050174444913864136,0.7675,0.7828,1.7067455701180734e-05,0.02057383395731449,-0.0002868771553039551,0.032073672860860825,0.0042104,0.16224779396325847,0.5730284673543461,"[[ 2.04098501e-02  2.71093515e-03  1.12934560e-03 ... -1.42822608e-02
   9.41183283e-03  1.51931863e-02]
 [ 9.68378871e-04  4.21855023e-02  7.65774730e-04 ... -1.84818001e-02
   1.35954489e-03 -1.35634194e-02]
 [ 3.51058509e-04  3.45682555e-05  4.49676923e-02 ...  1.07292699e-04
   2.84100237e-03  8.49500867e-03]
 ...
 [-5.46511981e-04 -2.14778424e-03 -6.90189723e-04 ...  7.23660163e-03
   2.33234105e-02  6.44756487e-03]
 [-4.67333000e-04 -2.62485097e-04  8.42830685e-05 ...  2.00829847e-02
  -4.30878439e-03  2.11009979e-03]
 [ 1.28091902e-04  1.36381398e-03 -4.85595854e-04 ... -3.11307472e-03
   2.12491144e-03 -1.98229952e-03]]"
