b3
-0.4458232
0.2780444
-0.49400002
-0.2530536
-0.10219222
-0.26206264
0.14965227
0.23134887
0.26146185
0.20231208
-0.35568228
-0.3847885
0.22834527
0.054172292
-0.19293362
-0.3202815
0.13926567
0.126194
-0.35955453
-0.38915378
-0.45477736
-0.019753363
-0.18670861
-0.027594076
0.39969572
0.49543735
-0.17667192
-0.5484762
-0.21976854
-0.29298723
-0.17544469
0.55254006
-0.08517925
0.29024965
-0.15196456
0.10582443
0.5872329
0.031806376
-0.6067824
0.012836428
0.1972917
0.27115655
-0.10720932
-0.24140643
-0.06891475
-0.2794727
-0.21477193
0.14582506
0.13395755
-0.11005676
