loss,train_accuracy,test_accuracy,w1_mean,w1_std,w2_mean,w2_std,term_I,term_II,term_IV,R
0.09709622710943222,0.42295,0.4243,-3.7130048440303653e-05,0.020622409880161285,-0.00037704844726249576,0.02857675775885582,[0.10319459],0.41671229244053337,0.2388101100240556,"[[ 0.02005634  0.00672523  0.00118201 ... -0.00230415 -0.01897391
  -0.00888271]
 [ 0.00056583  0.023684    0.00298252 ...  0.00828572 -0.01033518
  -0.01758365]
 [-0.00019307 -0.00216186  0.03580545 ...  0.00995065  0.00866384
   0.00622752]
 ...
 [ 0.00014953  0.00101928 -0.00431484 ... -0.00222398  0.01009992
  -0.01616212]
 [ 0.00022378 -0.00387503 -0.00352371 ... -0.01416568  0.0045087
  -0.00091608]
 [-0.00013605 -0.00106186  0.0094275  ... -0.00720388 -0.00824861
   0.00408367]]"
0.07724600285291672,0.5767333333333333,0.586,-3.686016134452075e-05,0.0206201933324337,-0.00037361375871114433,0.02845102921128273,[0.03563227],0.31762747798141205,0.3597719134606039,"[[ 2.01293660e-02  5.59956676e-03  2.20458298e-03 ... -2.58537117e-03
  -1.91483351e-02 -8.99146322e-03]
 [ 9.22834151e-04  3.42612136e-02  1.28295641e-03 ...  8.84538138e-03
  -1.03169704e-02 -1.74738209e-02]
 [-3.24930096e-05 -1.16097605e-03  4.11195559e-02 ...  9.80876293e-03
   8.71740380e-03  6.53491817e-03]
 ...
 [-1.46017213e-05 -2.79158848e-04 -1.69134604e-03 ... -2.44582863e-03
   9.79946556e-03 -1.63923055e-02]
 [ 1.48399474e-04 -9.53330975e-04 -4.66515494e-05 ... -1.45708744e-02
   4.69919780e-03 -6.91600863e-04]
 [-5.68451154e-05 -1.34438823e-04  4.51573267e-03 ... -7.16330665e-03
  -8.46957095e-03  4.38323272e-03]]"
0.0681445449590683,0.64845,0.6557,-3.6448331229621544e-05,0.020618481561541557,-0.0003696089843288064,0.028353556990623474,[0.01522451],0.26620293090189845,0.4338359324479614,"[[ 2.01726284e-02  4.72405650e-03  2.44854734e-03 ... -2.75807144e-03
  -1.93296601e-02 -9.06479346e-03]
 [ 1.02238418e-03  3.74292043e-02  7.12077181e-04 ...  9.15857988e-03
  -1.02314839e-02 -1.74122774e-02]
 [ 4.60953531e-05 -6.49556771e-04  4.31713891e-02 ...  9.73665503e-03
   8.68658848e-03  6.64293851e-03]
 ...
 [-1.43078379e-04 -7.32133009e-04 -9.68077378e-04 ... -2.58725825e-03
   9.54083251e-03 -1.66442516e-02]
 [ 7.17779408e-06 -3.82708252e-04  6.85501466e-04 ... -1.48899180e-02
   4.76138301e-03 -6.55484450e-04]
 [-1.00423884e-05  2.50587410e-04  2.58866064e-03 ... -7.17368992e-03
  -8.56396303e-03  4.71277326e-03]]"
0.06264615803956985,0.69045,0.6985,-3.604420635383576e-05,0.020617038011550903,-0.0003659852081909776,0.02827116847038269,[0.00763895],0.23456516883707493,0.4816941454720371,"[[ 2.02123309e-02  4.18172812e-03  2.43697842e-03 ... -2.86864002e-03
  -1.94871083e-02 -9.09609318e-03]
 [ 1.04680397e-03  3.87543231e-02  5.44269853e-04 ...  9.38266954e-03
  -1.01245602e-02 -1.73778648e-02]
 [ 8.68573256e-05 -3.67253169e-04  4.41257393e-02 ...  9.69499849e-03
   8.62727345e-03  6.68457494e-03]
 ...
 [-2.40871344e-04 -1.00959030e-03 -8.11101888e-04 ... -2.69171258e-03
   9.32064448e-03 -1.68649251e-02]
 [-1.20234694e-04 -3.02341399e-04  7.20214989e-04 ... -1.51306048e-02
   4.78612317e-03 -6.58390851e-04]
 [ 1.49291167e-05  3.66169574e-04  1.71641968e-03 ... -7.20059079e-03
  -8.60346864e-03  5.00321932e-03]]"
0.05888134613633156,0.7193833333333334,0.7282,-3.568014290067367e-05,0.020615780726075172,-0.0003630520077422261,0.028199074789881706,[0.00476857],0.21343324788710044,0.5152216190437748,"[[ 2.02503093e-02  3.81760837e-03  2.34273940e-03 ... -2.94217935e-03
  -1.96132061e-02 -9.09503458e-03]
 [ 1.04517068e-03  3.95275752e-02  5.15538707e-04 ...  9.55979749e-03
  -1.00118769e-02 -1.73629919e-02]
 [ 1.09308654e-04 -1.83072591e-04  4.46808314e-02 ...  9.66803342e-03
   8.55984089e-03  6.70044334e-03]
 ...
 [-3.14051765e-04 -1.21760971e-03 -8.15258331e-04 ... -2.77454455e-03
   9.13219267e-03 -1.70468788e-02]
 [-2.21296616e-04 -3.11972035e-04  6.03386389e-04 ... -1.53093590e-02
   4.80206739e-03 -6.59962086e-04]
 [ 2.93681270e-05  3.86428521e-04  1.24737091e-03 ... -7.23129772e-03
  -8.61652836e-03  5.24461601e-03]]"
0.056117407977581024,0.7399166666666667,0.7468,-3.5358782042749226e-05,0.020614659413695335,-0.00036080810241401196,0.028134625405073166,[0.00393792],0.19855716723762487,0.5402100737843225,"[[ 2.02859381e-02  3.54932616e-03  2.22721333e-03 ... -2.99181049e-03
  -1.97094060e-02 -9.07225455e-03]
 [ 1.03348929e-03  4.00804661e-02  5.34096501e-04 ...  9.70452794e-03
  -9.89952640e-03 -1.73615038e-02]
 [ 1.21936473e-04 -4.54371875e-05  4.50669718e-02 ...  9.64838928e-03
   8.49186651e-03  6.70290388e-03]
 ...
 [-3.68387549e-04 -1.38039244e-03 -8.57622422e-04 ... -2.84275531e-03
   8.97039401e-03 -1.71947096e-02]
 [-2.98389584e-04 -3.25264987e-04  4.76312067e-04 ... -1.54401744e-02
   4.81695520e-03 -6.51021565e-04]
 [ 3.86748243e-05  3.78186134e-04  9.51909147e-04 ... -7.26164636e-03
  -8.61487283e-03  5.44266935e-03]]"
0.05399267002940178,0.7551,0.7646,-3.507631117827259e-05,0.020613642409443855,-0.0003591566637624055,0.028076114133000374,[0.00406661],0.18767579418317598,0.5596751756954396,"[[ 2.03187633e-02  3.33993580e-03  2.11230799e-03 ... -3.02491140e-03
  -1.97798577e-02 -9.03611316e-03]
 [ 1.01806389e-03  4.05137192e-02  5.67997971e-04 ...  9.82408559e-03
  -9.79014718e-03 -1.73683905e-02]
 [ 1.28891733e-04  6.58821082e-05  4.53652170e-02 ...  9.63225362e-03
   8.42625334e-03  6.69607344e-03]
 ...
 [-4.08869497e-04 -1.50934536e-03 -9.01879663e-04 ... -2.90015894e-03
   8.83154173e-03 -1.73149686e-02]
 [-3.56419056e-04 -3.26916514e-04  3.70264038e-04 ... -1.55338915e-02
   4.83200100e-03 -6.31254428e-04]
 [ 4.52864281e-05  3.63389114e-04  7.43622094e-04 ... -7.29045325e-03
  -8.60378369e-03  5.60566812e-03]]"
0.052303627133369446,0.7667333333333334,0.7762,-3.482813554001041e-05,0.02061271108686924,-0.00035798794124275446,0.02802235446870327,[0.00465844],0.17947684691354426,0.5753287988433098,"[[ 2.03486477e-02  3.17118722e-03  2.00534885e-03 ... -3.04595350e-03
  -1.98290796e-02 -8.99248361e-03]
 [ 1.00170437e-03  4.08666468e-02  6.05777482e-04 ...  9.92324589e-03
  -9.68493661e-03 -1.73799257e-02]
 [ 1.32427723e-04  1.59677238e-04  4.56079871e-02 ...  9.61751656e-03
   8.36413363e-03  6.68181792e-03]
 ...
 [-4.39363690e-04 -1.61245057e-03 -9.38504734e-04 ... -2.94911172e-03
   8.71276200e-03 -1.74134950e-02]
 [-3.99903926e-04 -3.17626239e-04  2.87672856e-04 ... -1.55988013e-02
   4.84664759e-03 -6.02566197e-04]
 [ 5.03347731e-05  3.48529638e-04  5.86404097e-04 ... -7.31753175e-03
  -8.58597198e-03  5.74099419e-03]]"
0.050925854593515396,0.7758,0.7858,-3.4609933209139854e-05,0.020611848682165146,-0.0003572028363123536,0.027972498908638954,[0.00546622],0.1731496125522998,0.5882203711104232,"[[ 2.03756295e-02  3.03252811e-03  1.90824640e-03 ... -3.05783581e-03
  -1.98611711e-02 -8.94527535e-03]
 [ 9.85730061e-04  4.11594856e-02  6.43088834e-04 ...  1.00056336e-02
  -9.58441301e-03 -1.73934905e-02]
 [ 1.33879349e-04  2.40422700e-04  4.58108904e-02 ...  9.60298383e-03
   8.30590518e-03  6.66139922e-03]
 ...
 [-4.62711740e-04 -1.69573230e-03 -9.66159966e-04 ... -2.99120681e-03
   8.61162045e-03 -1.74949597e-02]
 [-4.32446913e-04 -3.00926877e-04  2.24448120e-04 ... -1.56412714e-02
   4.86010331e-03 -5.67149245e-04]
 [ 5.43553635e-05  3.35213798e-04  4.62882084e-04 ... -7.34302102e-03
  -8.56302246e-03  5.85454826e-03]]"
0.04977862909436226,0.7825833333333333,0.7939,-3.441792796365917e-05,0.02061104215681553,-0.0003567197418306023,0.027925916016101837,[0.00636094],0.16816818803409878,0.5990359893755699,"[[ 2.03998735e-02  2.91700681e-03  1.82090714e-03 ... -3.06250789e-03
  -1.98795863e-02 -8.89702073e-03]
 [ 9.70762026e-04  4.14050895e-02  6.78202642e-04 ...  1.00741532e-02
  -9.48874351e-03 -1.74073596e-02]
 [ 1.34078921e-04  3.10789209e-04  4.59830685e-02 ...  9.58798292e-03
   8.25166036e-03  6.63590401e-03]
 ...
 [-4.80947849e-04 -1.76370096e-03 -9.85843546e-04 ... -3.02759113e-03
   8.52596165e-03 -1.75629266e-02]
 [-4.56767360e-04 -2.80065533e-04  1.75977448e-04 ... -1.56661799e-02
   4.87173504e-03 -5.26897530e-04]
 [ 5.76188471e-05  3.23658252e-04  3.63353102e-04 ... -7.36712452e-03
  -8.53598542e-03  5.95084593e-03]]"
