loss,train_accuracy,test_accuracy,w1_mean,w1_std,w2_mean,w2_std,term_I,term_II,term_IV,R
0.1055949479341507,0.35191666666666666,0.3571,3.007212762895506e-05,0.020586205646395683,-0.0013422205811366439,0.05733651667833328,0.14820866,0.403429241018505,0.2042377216065606,"[[ 1.89102899e-02  2.96893965e-03  3.59175898e-03 ...  4.89933253e-03
   3.16329196e-02  6.94633947e-03]
 [ 1.06667313e-03  3.20924275e-02  4.36210439e-03 ...  7.34749130e-03
   9.68989616e-03 -1.57477705e-02]
 [ 7.89952955e-05 -3.97039014e-03  2.71733103e-02 ... -2.47501208e-02
   3.89535670e-03 -6.92575684e-04]
 ...
 [ 2.24594411e-04 -7.62083322e-03  3.15779289e-03 ...  3.12977696e-03
   7.34064645e-03  1.53130164e-02]
 [-4.90955481e-04 -3.53882518e-04  1.74744447e-03 ... -9.45846583e-03
   9.19478479e-03  7.22014899e-03]
 [ 3.16438197e-04  2.95103474e-03 -5.78567460e-04 ...  2.16696993e-03
  -4.24674924e-03 -9.82599693e-03]]"
0.08576971292495728,0.4908666666666667,0.4958,2.929741640400607e-05,0.02057648077607155,-0.0013633235357701778,0.05706078186631203,0.07436758,0.3107806714051572,0.2924854733672047,"[[ 1.96104875e-02  2.39245473e-03  2.59802197e-03 ...  4.77774479e-03
   3.13966133e-02  6.96202998e-03]
 [ 9.38203337e-04  3.61500643e-02  2.05185698e-03 ...  7.27107270e-03
   9.29441227e-03 -1.57704373e-02]
 [ 2.84528199e-04 -1.84918725e-03  3.51507321e-02 ... -2.46318630e-02
   4.00227432e-03 -4.15816789e-04]
 ...
 [ 1.59601687e-04 -4.67484084e-03  1.89228454e-03 ...  3.46381598e-03
   7.06816526e-03  1.52642396e-02]
 [-4.20338596e-04 -7.93902118e-04  4.62492830e-04 ... -9.31577537e-03
   9.12117003e-03  7.19315627e-03]
 [ 1.78638643e-04  1.64061938e-03  4.45859400e-05 ...  2.25513211e-03
  -4.32664532e-03 -9.52381025e-03]]"
0.07534927129745483,0.5796833333333333,0.5881,2.747296093730256e-05,0.02056916616857052,-0.0013778283027932048,0.056852780282497406,0.04133565,0.26071949382213583,0.3557275655569455,"[[ 1.98340065e-02  2.19537010e-03  2.22436632e-03 ...  4.68099968e-03
   3.12363415e-02  6.97074913e-03]
 [ 9.56763404e-04  3.80005280e-02  9.65035394e-04 ...  7.20617377e-03
   8.99729807e-03 -1.57530384e-02]
 [ 2.83983085e-04 -9.14953789e-04  3.89158659e-02 ... -2.45423983e-02
   4.06348010e-03 -1.93384188e-04]
 ...
 [ 3.50798634e-05 -3.60342006e-03  1.11076308e-03 ...  3.72140439e-03
   6.88491715e-03  1.52543286e-02]
 [-4.21916873e-04 -6.97439514e-04  1.13943173e-05 ... -9.19700303e-03
   9.09855927e-03  7.17506160e-03]
 [ 9.32897669e-05  1.07741738e-03  4.72214488e-05 ...  2.35499023e-03
  -4.38974664e-03 -9.31254020e-03]]"
0.0688185766339302,0.6345666666666666,0.6464,2.5393645046278834e-05,0.02056313119828701,-0.0013880436308681965,0.05668069049715996,0.02436934,0.22937265664066042,0.4023117910081447,"[[ 1.99865249e-02  2.14069995e-03  2.06328059e-03 ...  4.60899880e-03
   3.11170977e-02  6.97070220e-03]
 [ 9.62905265e-04  3.89462388e-02  4.76624986e-04 ...  7.14725970e-03
   8.75924436e-03 -1.57218992e-02]
 [ 2.60548820e-04 -4.54311284e-04  4.08331550e-02 ... -2.44594006e-02
   4.10698298e-03 -1.50330776e-05]
 ...
 [-8.35008834e-05 -3.20950547e-03  6.31664398e-04 ...  3.92564011e-03
   6.74945822e-03  1.52512380e-02]
 [-4.28644156e-04 -5.39049565e-04 -8.69816666e-05 ... -9.09643885e-03
   9.09964185e-03  7.16551236e-03]
 [ 3.82535302e-05  8.55440339e-04 -1.93260502e-05 ...  2.46195442e-03
  -4.43428424e-03 -9.15618749e-03]]"
0.06428621709346771,0.67215,0.6844,2.337768819415942e-05,0.020557912066578865,-0.0013953142333775759,0.056531526148319244,0.01494129,0.2081633372347523,0.4379114312167559,"[[ 2.01011910e-02  2.14597138e-03  1.97730709e-03 ...  4.55612789e-03
   3.10230246e-02  6.96377906e-03]
 [ 9.61749413e-04  3.95033615e-02  2.82224163e-04 ...  7.09340415e-03
   8.55944015e-03 -1.56882382e-02]
 [ 2.36238378e-04 -1.94120821e-04  4.19006406e-02 ... -2.43796761e-02
   4.14353369e-03  1.29615192e-04]
 ...
 [-1.86100781e-04 -3.06136334e-03  3.26558647e-04 ...  4.08991687e-03
   6.64308908e-03  1.52439898e-02]
 [-4.37701952e-04 -4.07888253e-04 -4.76270152e-05 ... -9.01006616e-03
   9.11190820e-03  7.16229509e-03]
 [ 2.24955568e-06  7.90555968e-04 -6.01989114e-05 ...  2.57136867e-03
  -4.46449475e-03 -9.03516100e-03]]"
0.060935694724321365,0.6985166666666667,0.71,2.1534451661864296e-05,0.020553266629576683,-0.0014004521071910858,0.05639852210879326,0.00951424,0.19309234120567934,0.4661686651267026,"[[ 2.01898777e-02  2.17438706e-03  1.91725027e-03 ...  4.51785353e-03
   3.09456119e-02  6.95178361e-03]
 [ 9.57067232e-04  3.98837947e-02  2.30945303e-04 ...  7.04398017e-03
   8.38651468e-03 -1.56565179e-02]
 [ 2.15490722e-04 -2.42914055e-05  4.25596267e-02 ... -2.43035242e-02
   4.17724228e-03  2.48722119e-04]
 ...
 [-2.71717361e-04 -2.99974120e-03  1.19593517e-04 ...  4.22330800e-03
   6.55641464e-03  1.52295863e-02]
 [-4.47578884e-04 -3.11585863e-04  3.50133728e-05 ... -8.93491047e-03
   9.12937070e-03  7.16336043e-03]
 [-2.21732256e-05  7.97007567e-04 -7.53428984e-05 ...  2.67981260e-03
  -4.48486560e-03 -8.93825669e-03]]"
0.05834972485899925,0.7179333333333333,0.7289,1.9888804672518745e-05,0.020549051463603973,-0.0014039791421964765,0.05627761036157608,0.00638897,0.18200102243933583,0.4892934818546366,"[[ 2.02599011e-02  2.20827052e-03  1.86551711e-03 ...  4.49071492e-03
   3.08798252e-02  6.93610179e-03]
 [ 9.50593269e-04  4.01764794e-02  2.47462789e-04 ...  6.99837284e-03
   8.23384593e-03 -1.56283505e-02]
 [ 1.99144754e-04  1.01111284e-04  4.30122671e-02 ... -2.42315472e-02
   4.20955094e-03  3.48332193e-04]
 ...
 [-3.42008614e-04 -2.96583157e-03 -3.10278622e-05 ...  4.33237361e-03
   6.48416613e-03  1.52080691e-02]
 [-4.57209542e-04 -2.42991072e-04  1.21344708e-04 ... -8.86880052e-03
   9.14907971e-03  7.16724346e-03]
 [-3.93929752e-05  8.33498895e-04 -7.67644744e-05 ...  2.78509578e-03
  -4.49886932e-03 -8.85876896e-03]]"
0.056289225816726685,0.7328666666666667,0.7439,1.843359314079862e-05,0.020545169711112976,-0.0014062615809962153,0.05616610497236252,0.00465628,0.17361569079866418,0.5086509138938423,"[[ 2.03161584e-02  2.23951933e-03  1.81630613e-03 ...  4.47211572e-03
   3.08224772e-02  6.91781224e-03]
 [ 9.43184300e-04  4.04197018e-02  2.94143121e-04 ...  6.95597605e-03
   8.09728894e-03 -1.56041216e-02]
 [ 1.86859619e-04  2.01989152e-04  4.33540889e-02 ... -2.41640486e-02
   4.24083268e-03  4.32860434e-04]
 ...
 [-3.99285852e-04 -2.93862337e-03 -1.47691873e-04 ...  4.42202727e-03
   6.42303747e-03  1.51805129e-02]
 [-4.66008707e-04 -1.94358807e-04  1.96371761e-04 ... -8.81013328e-03
   9.16954915e-03  7.17295369e-03]
 [-5.20253510e-05  8.79794589e-04 -7.32188157e-05 ...  2.88597074e-03
  -4.50885639e-03 -8.79245359e-03]]"
0.05460600554943085,0.7444333333333333,0.7545,1.7151205611298792e-05,0.020541558042168617,-0.0014075671788305044,0.05606215447187424,0.00379216,0.16713754220660734,0.5251256359397849,"[[ 2.03620149e-02  2.26503253e-03  1.76818326e-03 ...  4.46009188e-03
   3.07714408e-02  6.89768107e-03]
 [ 9.35328628e-04  4.06306262e-02  3.52230195e-04 ...  6.91626871e-03
   7.97404742e-03 -1.55837141e-02]
 [ 1.77974949e-04  2.87384616e-04  4.36316935e-02 ... -2.41010302e-02
   4.27109257e-03  5.05545631e-04]
 ...
 [-4.45823304e-04 -2.91137090e-03 -2.42344339e-04 ...  4.49600228e-03
   6.37076236e-03  1.51482535e-02]
 [-4.73685980e-04 -1.59726890e-04  2.55887887e-04 ... -8.75768005e-03
   9.18999788e-03  7.17980626e-03]
 [-6.16180470e-05  9.26083617e-04 -6.94636018e-05 ...  2.98181531e-03
  -4.51635570e-03 -8.73650823e-03]]"
0.053202953189611435,0.7551166666666667,0.7637,1.6021745977923274e-05,0.020538166165351868,-0.0014081044355407357,0.05596443638205528,0.00347914,0.16204221248809375,0.5393239124183832,"[[ 2.03998361e-02  2.28416237e-03  1.72116071e-03 ...  4.45316023e-03
   3.07252602e-02  6.87629209e-03]
 [ 9.27330834e-04  4.08175836e-02  4.12513061e-04 ...  6.87878767e-03
   7.86207923e-03 -1.55668249e-02]
 [ 1.71789480e-04  3.61725735e-04  4.38686543e-02 ... -2.40423062e-02
   4.30020542e-03  5.68771751e-04]
 ...
 [-4.83601680e-04 -2.88262284e-03 -3.21526997e-04 ...  4.55722176e-03
   6.32569640e-03  1.51125287e-02]
 [-4.80174825e-04 -1.34849360e-04  3.00157111e-04 ... -8.71048678e-03
   9.20999187e-03  7.18733233e-03]
 [-6.91402998e-05  9.67875359e-04 -6.76835701e-05 ...  3.07243767e-03
  -4.52232632e-03 -8.68899337e-03]]"
